"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
567,"Bittner Funeral Chapel","bittnerfuneralchapel","","605-996-2133","","","Mitchell","SD","","","",50,"2010-10-23 14:16:09","2010-10-23 14:16:09","human","bittnerfc@midconetwork.com","Michele Bittner",""
568,"Whitaker Funeral Home","whitakerfuneralhome","","803-276-5000","1704 College Street","","Newberry","SC",29108,"Christie loves them!","",50,"2010-10-23 14:31:06","2010-10-23 14:31:06","human","doggett@whitakerfuneralhome.com","Doggettt/ wife is Christie-talk to her",""
569,"A.J. Desmond & Sons","ajdesmondandsons","","","","","Detroit","MI","","Contact via email","",50,"2010-10-23 14:42:35","2010-10-23 14:42:35","human","pscbham@aol.com","Paul Desmond",""
570,"Hogan Bremer Moore","hoganbremermoore","","641-423-2372","","","Mason City","IA","","","",50,"2010-10-23 14:53:46","2010-10-23 14:53:46","human","hoganbremermoore@gmail.com","Dave Moore",""
571,"Horan & McConaty","horanandmcconaty","","John Horan","","","Aurora","CO",80014,"Guy in booth next to us-Jay Henrich-gave name","",50,"2010-10-23 15:10:53","2010-10-23 15:10:53","human","jhoran@horancares.com","",""
572,"Deiters Funeral Home & Crematory","deitersfuneralhome","www.deitersfuneralhome.com","309-745-5999","2075 Washington Rd","","Washington ","IL",61571,"Met Gary Deiters at NFDA 2011 Convention","",50,"2010-10-25 18:09:40","2011-11-01 03:22:59","human","stephanie@deitersfh.com","Stephanie",""
573,"Catawba Memorial Park, Funerals and Cremations","catawbamemorialparkfuneralsandcremations","","828-322-1210","3060 Highway 70 SE","P.O.Box 2924","Hickory","NC",28603,"no urns at present-stewart-under Chris Hammeil","",50,"2010-10-25 18:22:36","2010-10-25 18:22:36","human","wnoble@stei.com","Bill Noble",""
574,"Cremation Service Urns","cremationserviceurns","web store","641-423-2372","","","Mason City","IA","","Wants to put us as a link on his web store-also has funeral home in Iowa-Hogan, Bremer Moore","","","2010-10-27 14:49:44","2010-10-27 14:49:44","human","hoganbremermoore@gmail.com","Dave Moore",""
575,"Thibodaux Funeral Home","thibodauxfuneralhome","","985-446-8826","104 St. Patrick Hwy","","Thibodaux","LA",70301,"Nice guy- wife Mary loved our product as did he.  Said he was being bombarded with callers-but actually liked ours enough-said if I had not heard back from by mid Dec (before Xmas) call him back.","",50,"2010-11-02 14:24:51","2010-11-02 14:24:51","human","stephenkees@gmail.com","Stephen Kees",""
576,"Executive Enterprises","executiveenterprises","","504-818-8685","P.O.Box 4444","","Baton Rouge","LA",70821,"Clark thinks starting his own business-very secretive but interested","",50,"2010-11-02 14:46:45","2010-11-02 14:46:45","human","haroldjscott@yahoo.com","Harold Scott",""
577,"Prince of Peace Catholic Church","princeofpeace","","205-822-9125","4600 Preserve Pkwy","","Hoover","AL",35226,"Catholic church w columbarium and niches-offered contribution (other 50%)","",50,"2010-11-04 10:56:12","2010-11-04 10:56:12","human","espenang@bellsouth.net","Gail",""
578,"Carnes Brothers Funeral Home","carnesbrothersfuneralhome","","409-765-8080","","","Galveston","TX",77550,"","",50,"2010-11-04 17:37:09","2010-11-04 17:39:51","human","rustycarnes@aol.com","Rusty Carnes",""
579,"Brainard Funeral Home","brainardfuneralhome","","715- 845-5525     ","522 Adams Street","","Wausau","MI",54403,"","",50,"2010-11-04 17:51:57","2010-11-04 17:51:57","human","bfh@brainardfuneral.com","Scott Brainard",""
580,"Mackey  Mortuary","mackeymortuary","","864-232-6706","311 Century Dr","","Greenville","SC",29607,"Stewart Facility","",50,"2010-11-04 18:07:06","2010-11-04 18:07:06","human","dmcgee@stei.com","Matt Wesley/ David McGee",""
581,"Wilkerson Funeral Home","wilkersonfuneralhome","","336-349-4341","1909 Richardson Drive","","Reidsville","NC",27320,"very nice; family owned; eating ice cream; met at nfda 2010
10/10/12:  Ted called Clark in Sept explaining that no-one has shown interest in the AU urns,and wants Clark to take them back.  After NFDA in Charlotte, I drove to Reidsville and talked with Drew about situation and picked up display urns [ac].","",20,"2010-11-08 14:16:29","2012-10-10 23:45:02","human","ted@wilkersonfuneral.com","Ted Hopkins",""
582,"Midwest Cremation Service","midwestcremationservice","www.mcsofwi.com","608-635-7270","P.O. Box 220 ","","Poynette","WI","53955-0220","Lg pet crematorium including equine
01/02/13: Katie called asking what happens if their customer orders on line [ac].","",50,"2010-11-11 12:00:10","2013-01-02 21:44:28","pet","info@mcsofwi.com / katielblosser@yahoo.com","Katie Blosser",""
583,"Family Pet Cremation Center","familypetcremationcenter","","336-349-4341","","","","NC","","Ted works at Wilkerson Funeral Home and his brother Don, is opening this pet crematorium tody 11/11-first facitlity in the tristate area!","",20,"2010-11-11 14:06:31","2010-11-11 14:08:51","pet","ted@wilkersonfuneral.com","Ted /Brother DON is the pet crematorium contact",""
584,"Neptune Society of Northern CA","neptunesocietyofnorthernca","","925-451-5998","2419 Grove Way","","Castro Valley","CA",94546,"Stewart facility","",50,"2010-11-15 12:55:26","2010-11-15 12:55:26","human","cmontes@stei.com","Carey Montes",05514
585,"Royal Palm Memorial Gardens, Funeral Home & Crematory","royalpalmmemorialgardensfunerlahomeandcrematory","","","","","","FL","","Stewart Facility under Bob Simpson","",50,"2010-11-19 11:54:21","2010-11-19 11:54:21","human","dmacintosh@stei.com","Don MacIntosh",""
586,"Angel View Pet Cemetery and Crematory","angelview","","508-947-4103","Route 28","471 Wareham Street","Middleboro","MA",02346,"Sherry Silvia - General Manager","","","2010-12-13 21:31:45","2010-12-13 21:32:04","pet","","Bill Morgan",""
587,"Celebrative Art","celebrative","www.celebrativeart.com","419-524-1074","238 West Third St.","","Mansfield","OH",44903,"Tony Durtschi
Kala Minor","","","2010-12-17 16:14:34","2010-12-17 16:14:34","pet","anna@celebrativeart.com","Anna Marie",""
588,"Sweet Dreams In-home Pet Euthanasia","sweetdreams","","770-880-1596","5341 Old Hwy 5","Suite 206, #204","Woodstock","GA",30188,"Betsi's neighbor.  In home pet euthanasia.  Works with Atlanta Pet Cematory and offers clients the urns available through Atlanta Pet Crematory during her visits to clients.  Will be giving our brochures and have a link on her website.","",20,"2010-12-21 14:26:14","2010-12-21 14:26:30","pet","info@sweetdreamsmypet.com","Amy Crowder",""
589,"Grandstrand Funeral Home and Cremation Services","grandstrandfuneralhomeandcremationservices","","651-257-4000","","","Lindstrom","MN",55045,"",50,"","2011-01-12 19:23:49","2011-01-12 19:23:49","human","tom.wilson@grandstrandfh.com","Tom Wilson",""
590,"Downing and Lahey","downingandlahey","","316-682-4553","6555 E. Central","","Wichita","KS",67206,"","",50,"2011-01-27 17:34:03","2011-01-27 17:34:03","human","sterbensb@dlwichita.com","Bob Sterbens",""
591,"Meyer-Boehmer & Reis Funeral Home","meyer-boehmer","","937-223-9119","1733 Brown St.","","Dayton","OH",45409,"","","","2011-02-25 21:41:35","2011-02-25 21:41:35","human","","Darinda Reis",""
594,"Smith Pet Crematory","smithpetcrematory","","","","","","PW","","Made up distributor for demo purposes","","","2011-03-06 23:53:37","2012-02-18 20:35:56","pet","","",""
595,"Hummel Pet Services/Copley OH.","hummelpet","www.hummelpetservices.com","303-2471404","3475 Copley Rd. ","","Copley","OH",44321,"A division of Hummel FHs+crematories
FH has 2 locations
Missy -to see Paul Hummel President was at show
See Candice Bertemes Managing Director","","","2011-03-17 15:12:34","2011-03-17 15:12:34","pet","mjordan@hummelfh.cm","Missy Jordan",""
596,"J.Scott Early Funeral Home","jscottearly","www.earlyfuneralhome.com","905-878-2669","21 James Street","Milton Ontario L9T 2P3,"," Canada","CA","","","","","2011-03-17 18:02:33","2011-03-17 18:02:33","human"," earlyfuneralhome@cogeco.net","Rebecca Hunter",""
597,"Pet and Family Memories HAWAII","petmemorieshawaii","","803-224-6440","1347 Nuuanu Avenue","","Honolulu","HI",96817,"","","","2011-03-21 23:10:07","2011-03-21 23:10:07","pet","cckawamura@aol.com","Cindy Kawamura",""
598,"Pikes Peak Pet","pikespeakpet","www.pikespeakpetcrematory","719-650-9467"," 2523 Durango Dr.","","Colorado Springs","CO",80910,"","","","2011-03-22 15:26:45","2011-03-22 15:29:24","pet","kathy@pikespeakpetcrematory.com","Kathy Dickens",""
599,"Orr Animal Hospital","orr","","770-887-7112","1902 Old Atlanta Road","","Cumming","GA",30041,"","",25,"2011-03-29 17:09:46","2011-03-29 17:09:46","pet","","Chris",""
600,"Eubank Funeral Home","eubankfuneralhome","","903-887-3111","601 Texas Route 198","","Mabank","TX",75147,"Stewart facility - waiting on facility number","","","2011-04-09 18:34:30","2011-04-09 18:34:30","human","mwells@stei.com","",""
601,"Hodges Funeral Home","hodgesfuneralhome","","239-597-5825","525-111th Avenue North","","Naples","FL",34108,"","","","2011-04-12 22:37:02","2011-04-12 22:37:02","human","","Michael C. Whyte","SCI"
602,"National Cremation Society","nationalcremationsociety","","727-536-0494","4945 E. Bay Dr.","","Clearwater","FL",33764,"","","","2011-04-12 22:40:24","2011-04-12 22:40:24","human","bill.hartgrove@sci-us.com","William C. Hartgrove","SCI"
603,"Smith Funeral Home","smithfuneralhome","","800-554-9876","121 North Main St.","","Home town","PW",45332,"Made up distributor","","","2011-05-12 00:51:25","2012-02-18 20:36:36","human","bob@smithfunarel.com","Bob Smith",""
604,"Andrew J. McGann & Son Funeral Home","andrewjmcgannandson","","773-783-7700","10727 S. Pulaski Road","","Chicago","IL",60655,"","","","2011-05-23 12:50:35","2011-05-23 12:51:40","human","smurray@stei.com","Shelly Murray - Manager",13311
605,"Church-Archer-Pasley Funeral Home","churcharcherpasley","","816-781-2000","119 East Franklin St","","Liberty","MO",64068,"","","","2011-05-23 12:54:18","2011-05-23 12:54:18","human","rtymson@stei.com","Ralph Tymson - Manager",25317
606,"Hallinan Funeral Home","hallinanfuneralhome","","708-385-0850","2601 Vermont Street","","Blue Island","IL",60406,"","",50,"2011-05-23 13:01:24","2011-05-23 13:01:24","human","phernandez@stei.com","Phillip Hernandez - Manager",13312
607,"Zimmerman & Sandeman Funeral Home","zimmermansandemanoaklawn","","708-424-0340","5200 West 95th St.","","Oak Lawn","IL",60453,"Stewart Services","",50,"2011-05-23 13:34:36","2011-05-23 13:34:36","human","gsandeman@stei.com","Gregg Sandeman - Manager",13313
608,"Appleton Highland Memorial Park","appletonhighland","","920-733-6505","3131 N Richmond","","Appleton","WI",54911,"","","","2011-06-07 20:17:54","2011-06-07 20:17:54","human","","",49021
609,"Lake View Memorial Park","lakeviewmemorial","","920-236-2828","2786 Algoma Blvd.","","Oshkosh","WI",54901,"","","","2011-06-07 20:19:01","2011-06-07 20:19:01","human","","",49013
610,"Nicolet Memorial Gardens","nicolet","","920-468-0382","2770 Bay Settlement Road","","Green Bay","WI",54311,"","","","2011-06-07 20:20:16","2011-06-07 20:20:16","human","","",49031
611,"West Lawn Memorial Park","westlawnmemorial","","262-886-2400","9000 Washington Ave.","","Racine","WI",53406,"","","","2011-06-07 20:21:18","2011-06-07 20:21:18","human","","",49012
612,"Wisconsin Memorial Park","wisconsinmemorialpark","","262-781-7474","13235 W. Capitol Dr.","","Brookfield","WI",53005,"","","","2011-06-07 20:22:26","2011-06-07 20:22:26","human","","",49011
613,"Sharp Funeral Homes","sharpfuneralhomes","www.sharpfuneralhomes.com","810-629-9321","1000 Silver Lakes","","Fenton","MI",48430,"","","","2011-07-18 18:39:05","2011-07-18 18:39:05","human","mlind@sharpfuneralhomes.com","Martie Lind",""
614,"Hall-Wynne Funeral Service","hallwynnefuneralservice","http://www.hallwynne.com",9196886387,"1113 W. Main St.","","Durham","NC",27701,"Nancy Sparrow
Mike Pool
Mark Higgins","","","2011-07-21 14:40:01","2011-07-21 14:40:01","human","info@hallwynne.com","",""
616,"Perman Funeral Home","permanfuneralhome","http://www.frankrpermanfuneralhome.com/",4124863600,"923 Saxonburg Blvd","","Pittsburgh","PA","15223-1317","","","","2011-07-21 19:12:08","2011-07-21 19:12:08","human","frperman@verizon.net","Frank Perman",""
617,"Hamden Memorial Funeral Home","hamdenmemorialfh","hamdenmemorialfh.com","203-248-5668","1300 Dixwell Ave","","Hamden","CT",06514,"","","","2011-08-06 14:59:39","2011-08-06 14:59:39","human","drosiello@hamdenmemorialfh.com","Dawn Rosiello",""
618,"Bearden Funeral Home","bearden","www.beardenfuneralhome.com","706-265-3159","334 Highway 53 East ","P.O. Box 185","Dawsonville","GA",30534,"Sav. Show 8/21/11","","","2011-08-25 20:52:09","2011-08-25 20:52:09","human","beardenfuneralhome@windstream.net","Ted Bearden",""
619,"Homeward Bound Pet Memorial Center & Crematorium","homewardbound","www.homeward-bound-pet.com","719-636-1036","318 Karen Lane","","Colorado Springs","CO",80907,"","","","2011-09-30 19:01:18","2013-06-04 19:51:45","pet","homewardboundpetcrematorium@gmail.com","Gwen",""
621,"Henderson & Sons Funeral Home","hendersonfuneralhome","http://www.hendersonandsons.com/","706-234-5302","3002 Maple Rd","","Rome","GA",30161,"","","","2011-10-06 09:34:45","2011-10-06 09:34:45","human","","Barry Henderson",""
622,"Coggins Funeral Home","coggins","www.cogginsfuneralhome.com","706-647-9681","321 Hannah's Mill Road","","Thomaston","GA",30286,"Met at NFDA 2011 Convention; became partner 1 day after.","",50,"2011-10-27 15:50:25","2011-11-01 03:16:32","human","kennycoggins@hotmail.com","Kenny Coggins",""
623,"Cremation Society of Alaska","cremationsocietyalaska","www.alaskacremation.com","907-277-2777","7216 Lake Otis Parkway","","Anchorage","AK",99507,"10/25/11: Met Dominic at NFDA 2011 Expo [ac].
11/15/11: Sent Dominic landing page [ac].
12/09/11: Dominic called & ordered 10 acorns [ac].","","","2011-10-31 19:55:41","2011-12-12 18:52:34","human","alaskacremation@gmail.com","Dominic Hasara",""
624,"Messinger Mortuaries","messingermortuary","www.messingermortuary.com","480-945-9521","7601 E. Indian School Road","","Scottsdale","AZ",85251,"4 homes, 2 cemetaries, 2 crematories,1100 calls/yr Paul m. is owner. also have Entrusted Pet-talk to Marlo Hardy, Joe Ashford and Michelle [sm].
Met at NFDA 2011 Convention","","","2011-10-31 20:05:25","2012-11-30 00:06:28","human","derekbeach@gmail.com","Derek Beach",""
626,"Herberger's Elk Grove Funeral Chapel","herbergerselkgrove","www.elkgrovechapel.com","916-686-1888","9101 Elk Grove Blvd.","","Elk Grove","CA",95624,"Met at NFDA 2011 Convention
Family owned since 1931-3rd generation, 3 home, 1200 calls/yr. 70% cremation","","","2011-11-01 02:35:08","2012-05-16 16:20:25","human","belinda@elkgrovechapel.com","Craig Herberger",""
628,"Encore Funeral & Cremation Services","encorefuneralcremation","www.facebook.com/Encoredenver","303-935-5989","2390 S. Kalamath St., Unit A","","Denver","CO",80223,"Met at NFDA 2011 Convention","","","2011-11-01 02:48:11","2011-11-01 02:49:25","human","encorefuneralservice@gmail.com","Rhett Buckley",""
629,"Edwards Cremation & Funeral Services","edwardscremationfuneralsvc","www.edkalis.com","954-566-5564","1108 N. E. 23rd Drive","","Wilton Manors","FL",33305,"Met at NFDA 2011 Convention","","","2011-11-01 03:00:40","2011-11-01 03:00:40","human","ed@edkalis.com","Edward Kalis",""
631,"SouthCare Cremation Society","southcarealpharetta","www.southcarecremation.com","678-735-5500","2260 Old Milton Parkway","","Alpharetta","GA",30009,"Met Renee at NFDA 2011 Convention - she loves product.","","","2011-11-01 03:11:23","2011-11-01 03:11:23","human","rgazaway@southcarecremation.com","Renee Dougherty Gazaway",""
633,"Cecil M Burton Funeral Home & Crematory","cecilmburton","www.cecilmburtonfuneralhome.com","704-480-8383","106 Cherryville Road","","Shelby","NC",28150,"NFDA Show 10/28/11
Sold Acorns 10/31/11
11/14/11: Clark & Allen visited; had to meet with Debbie, Cecil had a death in family and was not available.  Debbie liked product, but was not the decision maker.  Cecil posted email address as cmbfh@yahoo.com, but Debbie had us change it.","","","2011-11-01 14:33:48","2011-11-15 12:10:53","human","cmbfh1@carolina.rr.com","Cecil Burton",""
634,"Grief Support International","gsijapan","http://www.griefsupport.co.jp/","03-5641-5466","#901, 12-17, Nihonhashi-Odenmacho","Chou-ku","Tokyo","PW","103-0011","Met at NFDA 2011 in Chicago.  Loves the product.  Sells to Funeral Homes in Japan and wants to import product into Japan.","","","2011-11-04 03:31:46","2012-11-29 23:57:43","human","ken.hashizume@griefuspport.co.jp","Kenichiro ""Ken"" Hashizume - CEO",""
635,"Pets Are Family Too","petsarefamily","www.petsarefamilytoo.net","800-452-1957","600 Holiday Plaza Dr., Suite 505","","Matteson","IL",60443,"11/11/04 Addition.  This is the pet side of Cremation Society of Illinois.  Lynn Elliott requested that we send a link for their pet side","","","2011-11-04 11:27:45","2011-11-04 11:27:45","pet","","",""
636,"Vertin Family Funeral Homes","vertinfuneralhomes","www.vertin.com","701-640-9454","501 Nebraska Avenue","","Breckenridge, MN","PW",56520,"Met at NFDA 2011 Expo.  Very professional, liked the product.  When asked about the number of calls they handle per year, he responded ""we own over 50 homes across the upper mid-west - we are a quiet company"". [AC]
  I followed up with Bob at Meadow Hills to find out more about Vertin, and he acknowledged they are a great company.  They have relationship with Leaha, their marketing manager.  Bob hinted to stay away from Shannon, ""the owner"", who is short on words and can be a quick NO. [AC]","","","2011-11-04 20:00:01","2012-03-23 18:18:34","human","don@vertin.com","Don Kiffmeyer",""
